"name","LONGITUDE","LATITUDE","Ernst...Young","Arthur.Andersen","MSI","IGAF","AGN","BDO","Grant.Thornton","Horwath","KPMG","Summit...Baker","RSM","Moores.Rowland","HLB","Moore.Stephens","Nexia","PKF","Fiducial","PWC","Impiric","TMP","Hakuhodo","Draft.Worldwide","Densu.Y...R","D.Arcy","FCB","Saatchi...Saatchi","O.M","BBDO","McCann.Erickson","J.Walter.Thompson","Euro.RSCG","CMG","Asatsu.DK","West.LB","Dresdner","Commerzbank","Deutsche","Chase","BNP.Paribas","ABN.Amro","CSFB","Rabobank","UBS","ING","Barclays","Fuji","BHV","BLG","Sakura","Sumitomo","Sanwa","JP.Morgan","BTM","DKB","HSBC","Citibank","Allianz","Skandia","Chubb","Prudential","Reliance","Winterthur","Fortis","CGNU","Liberty","Royal...Sun","Lloyds","Latham...Watkins","Morgan.Lewis","Baker...McKenzie","Clifford.Chance","Jones.Day","FBD","Allen...Overy","Dorsey...Whitney","Linklaters","White...Case","Cameron.McKenna","Morrison...Foerster","Lovells","Skadden","Sidley...Austin","Coudert","Towers.Perrin","Logica","Watson.Wyatt","Sema","CSC","Hewitt","IBM","Mercer","Boston","Deloitte","BoozeA.M","A.T..Kearney","McKinsey","Bain","Compass","Andersen.Consulting","Gemini"
"HO CHI MINH CITY",106.695027221,10.7800254506,2,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,2,2,2,0,2,2,0,0,3,0,2,0,2,0,2,0,0,2,0,2,2,0,0,0,0,3,2,0,2,2,2,0,2,0,0,2,0,1,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"HOBART",147.295029662,-42.8500085259,0,0,0,0,1,0,0,2,2,0,3,2,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HONG KONG",114.185009317,22.304980895,0,2,0,3,2,4,4,4,4,0,2,2,3,2,2,2,2,2,2,2,2,3,4,2,4,4,2,4,2,3,2,0,3,4,4,3,4,4,2,3,2,2,3,4,4,3,2,2,3,3,4,3,4,4,3,3,3,2,2,3,4,4,4,3,2,2,2,2,0,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,2,2,3,0,2,3,3,2,2,2,2,2,2,0,2,0
"HONOLULU",-157.857997886,21.3068764435,2,2,0,0,0,0,1,3,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOUSTON",-95.3399792905,29.8199743846,0,2,0,0,3,0,1,2,3,2,3,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,2,2,2,2,2,0,2,0,0,4,0,0,0,2,2,2,2,0,2,2,0,0,2,0,2,1,0,2,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,3,0,0,0,0,0,2,0,2,0,0,2,0
"HYDERABAD",78.4799535715,17.3999831329,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INDIANAPOLIS",-86.1700480568,39.7499884227,2,2,0,0,2,0,0,0,3,0,4,4,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ISLAMABAD",73.1666344797,33.6999959503,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ISTANBUL",29.0100015856,41.1049961538,0,3,2,0,2,3,2,2,3,0,2,2,2,2,2,0,2,2,2,0,0,0,2,2,2,2,2,3,3,2,0,0,0,2,3,2,2,2,4,2,2,2,0,2,3,0,0,0,2,2,0,2,2,0,4,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,2,0,0,2,0
"JAIPUR",75.8099873443,26.9211332387,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAKARTA",106.829437621,-6.17441770541,0,2,0,0,2,2,3,2,3,2,2,2,3,2,2,2,0,2,0,2,0,0,3,2,2,0,2,2,2,2,2,0,2,2,2,2,2,3,4,3,2,3,0,3,2,2,0,2,2,3,4,2,3,4,2,3,2,0,0,2,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,3,0,2,2,2,2,2,0,0,2,0
"JEDDAH",39.2191975492,21.5168894643,2,2,0,0,1,0,2,2,2,2,0,2,2,2,0,0,2,2,0,0,0,0,2,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"JERUSALEM",35.2066259346,31.7784078156,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOHANNESBURG",28.0300097236,-26.17004474,2,2,0,0,0,3,2,2,0,0,2,2,3,3,2,2,0,2,2,0,0,0,0,2,4,2,2,3,3,2,0,2,0,2,3,2,2,0,2,2,2,2,0,2,3,0,2,2,0,3,0,2,2,0,0,2,2,0,0,0,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,2,2,2,2,2
"KABUL",69.1832600493,34.5166902863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAMPALA",32.5833235257,0.31665895477,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"KANSAS CITY",-94.6301463771,39.1135805169,2,2,0,0,0,0,1,2,3,0,3,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"KARACHI",66.99000891,24.8699922882,0,0,0,0,1,2,2,0,3,0,2,2,3,0,0,0,0,2,0,0,0,0,3,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"KAWASAKI",139.705001993,35.5299876089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHARTOUM",32.5341792386,15.5880782257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIEV",30.5166279691,50.433367329,2,2,0,0,1,0,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,2,2,2,2,0,0,0,2,0,2,2,0,2,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"KINGSTON",-76.7674337137,17.9770766238,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0
"KINSHASA",15.3149718818,-4.32972410189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KOBE",135.195556,34.69,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRAKOW",19.937222,50.061389,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUALA LUMPUR",101.699983275,3.1666658721,0,2,0,2,2,2,2,2,3,0,2,2,2,2,0,2,0,2,2,0,2,2,3,2,2,0,2,2,3,3,0,0,3,0,2,0,3,3,0,2,2,2,0,2,3,2,0,0,2,3,2,0,3,2,4,2,2,0,0,2,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,2,3,0,2,2,0,2,2,0,0,2,0
"KUWAIT",47.978333,29.369722,2,2,0,2,1,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"KYOTO",135.749997924,35.0299922882,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LA PAZ",-68.1499851905,-16.4979736137,0,0,0,0,2,2,2,0,2,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"LABUAN",115.211228,5.320322,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,2,0,0,3,2,0,2,2,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAGOS",3.39153107121,6.44326165348,3,0,0,0,1,2,0,2,2,0,0,2,2,0,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
"LAHORE",74.3500247792,31.5599715363,0,0,0,0,1,0,0,2,2,0,2,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAS VEGAS",-115.220006146,36.2099977814,0,2,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAUSANNE",6.65002274438,46.5304272655,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEEDS",-1.58001753886,53.8300075471,2,2,0,0,0,0,2,2,2,0,3,2,3,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEIPZIG",12.4099812405,51.3354052929,0,2,0,3,2,0,0,0,3,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIEGE",5.566667,50.633333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILLE",3.08000809593,50.6499690949,0,0,0,0,0,0,0,0,3,0,3,1,2,0,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIMA",-77.0500620948,-12.0480126761,0,2,0,0,2,2,2,2,3,2,3,2,0,2,0,2,2,2,0,2,0,0,2,0,2,2,0,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
"LIMASSOL",33.0333218981,34.6754144481,0,0,0,2,2,0,0,0,2,0,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LINZ",14.2887812893,48.3192328075,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LISBON",-9.14486630549,38.7227228779,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,2,3,2,3,0,0,2,3,2,2,2,0,3,4,3,3,0,0,0,3,0,2,2,3,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,3,2,2,2,0,2,2,0,0,2,2
"LIVERPOOL",-2.91799788554,53.4160018098,2,0,0,2,0,0,0,0,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LJUBLJANA",14.5149690335,46.0552883088,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0
"LOME",1.222778,6.131944,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LONDON",-0.11672184386,51.4999947297,3,3,5,2,5,3,4,4,4,4,5,5,5,5,5,5,3,4,3,4,2,3,4,4,4,5,2,4,4,4,4,3,3,4,4,2,4,4,3,3,5,4,3,4,5,4,2,2,3,4,3,4,4,4,5,4,5,4,4,5,4,3,4,5,3,5,5,3,3,5,5,2,5,5,2,5,3,5,2,5,2,3,3,4,5,5,5,4,2,0,3,2,3,2,2,4,4,3,2,2
"LOS ANGELES",-118.179980511,33.9899782502,3,3,2,3,4,0,2,2,3,0,4,3,3,2,2,3,4,2,0,3,0,0,0,2,3,2,2,4,2,3,0,2,2,2,2,2,3,3,2,2,2,0,2,2,2,3,0,0,3,3,4,4,2,4,2,3,2,0,4,0,2,3,2,3,3,2,3,5,3,0,0,3,0,0,2,0,2,0,4,0,2,4,3,3,0,3,0,5,2,0,0,2,0,2,2,3,3,0,2,0
"LUANDA",13.2344270413,-8.83828611363,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"LUCKNOW",80.9149987375,26.8550390818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUSAKA",28.2833275947,-15.4166442679,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"LUXEMBOURG",6.13000280623,49.6116603791,0,2,0,0,2,2,2,0,3,0,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,4,2,3,0,0,2,0,2,3,2,3,2,0,0,0,2,2,2,2,3,2,0,0,0,2,4,2,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LYON",4.83003047549,45.7700085643,0,2,0,0,2,0,0,0,3,0,3,3,3,2,0,3,5,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
"MACAU",113.54504838,22.2029974558,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"MADRID",-3.683351686,40.4000262645,2,2,2,0,3,3,2,3,2,0,2,4,2,2,0,2,3,3,2,2,0,2,3,2,2,2,2,3,3,4,0,2,2,3,3,2,3,2,4,3,2,2,2,3,3,0,2,0,0,3,0,3,3,0,4,3,3,2,2,0,3,1,0,3,0,3,0,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,2,0,2,4,2,2,3,2,2,2,2,2,4,3,0,3,2
"MAINZ",8.2732191555,49.982472455,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MALACCA",102.25,2.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MALMO",13.035833,55.605833,0,2,0,0,2,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
"MANAGUA",-86.2684916603,12.1530165801,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MANAMA",50.5830517159,26.2361362905,2,0,0,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,3,2,0,0,3,2,0,2,0,0,2,3,2,0,2,2,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"MANAUS",-60.0000175391,-3.10003171907,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
